trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.3, 'e': 0.9151776157887377}",30,0,-167.31087909194613,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 4}",0
185,False,"{'a': 0.3, 'e': 0.9151776157887377}",25,13,-19.843374333579224,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
186,False,"{'a': 0.3, 'e': 0.9151776157887377}",20,0,-161.95619175113794,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
187,False,"{'a': 0.3, 'e': 0.9151776157887377}",30,6,-156.90121050854003,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 3}",1
188,False,"{'a': 0.3, 'e': 0.9151776157887377}",25,0,-147.8550725621013,"{0: 16, 1: 4, 2: 1, 3: 1, 4: 3}",0
189,False,"{'a': 0.3, 'e': 0.9151776157887377}",25,0,-20.041674605093597,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
190,False,"{'a': 0.3, 'e': 0.9151776157887377}",25,0,-142.02899445978548,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
191,False,"{'a': 0.3, 'e': 0.9151776157887377}",20,0,-9.913485973974513,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
192,False,"{'a': 0.3, 'e': 0.9125542430811728}",25,0,-70.94403300663988,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
193,False,"{'a': 0.3, 'e': 0.9125542430811728}",20,0,-183.91960786818277,"{0: 8, 1: 1, 2: 7, 3: 2, 4: 2}",0
194,False,"{'a': 0.3, 'e': 0.9125542430811728}",20,0,-141.5206875841695,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
195,False,"{'a': 0.3, 'e': 0.9125542430811728}",30,0,-120.4273838152131,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
196,False,"{'a': 0.3, 'e': 0.9125542430811728}",25,0,-161.19946260526353,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
197,False,"{'a': 0.3, 'e': 0.9125542430811728}",25,0,-164.05182049132085,"{0: 16, 1: 0, 2: 4, 3: 3, 4: 2}",0
198,False,"{'a': 0.3, 'e': 0.9125542430811728}",30,0,-110.65603740209303,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
199,False,"{'a': 0.3, 'e': 0.9125542430811728}",35,0,-90.78542811436002,"{0: 26, 1: 0, 2: 8, 3: 0, 4: 1}",0
200,False,"{'a': 0.3, 'e': 0.9125542430811728}",20,0,-57.6575311395201,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
201,False,"{'a': 0.3, 'e': 0.9125542430811728}",25,0,-91.1602783862355,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
202,False,"{'a': 0.3, 'e': 0.9098497351352297}",30,0,-21.616537783571353,"{0: 23, 1: 5, 2: 2, 3: 0, 4: 0}",0
203,False,"{'a': 0.3, 'e': 0.9098497351352297}",25,0,-121.85255574284001,"{0: 12, 1: 5, 2: 7, 3: 0, 4: 1}",0
204,False,"{'a': 0.3, 'e': 0.9098497351352297}",30,0,-152.07043532497067,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
205,False,"{'a': 0.3, 'e': 0.9098497351352297}",20,0,-165.04287108274698,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
206,False,"{'a': 0.3, 'e': 0.9098497351352297}",20,0,-10.86471329061549,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
207,False,"{'a': 0.3, 'e': 0.9098497351352297}",35,0,-73.78213379180082,"{0: 25, 1: 4, 2: 5, 3: 0, 4: 1}",0
208,False,"{'a': 0.3, 'e': 0.9098497351352297}",20,8,-75.0660757502757,"{0: 5, 1: 1, 2: 4, 3: 2, 4: 0}",1
209,False,"{'a': 0.3, 'e': 0.9098497351352297}",25,0,-155.103037481749,"{0: 12, 1: 6, 2: 4, 3: 1, 4: 2}",0
210,False,"{'a': 0.3, 'e': 0.9098497351352297}",20,0,-65.37232765602138,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
211,False,"{'a': 0.3, 'e': 0.9098497351352297}",20,0,-50.87135171137162,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
212,False,"{'a': 0.3, 'e': 0.9070615826136389}",20,0,-49.74431130103177,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
213,False,"{'a': 0.3, 'e': 0.9070615826136389}",20,10,9.578853629790505,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.3, 'e': 0.9070615826136389}",25,0,-187.48817061281545,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
215,False,"{'a': 0.3, 'e': 0.9070615826136389}",35,0,-236.51865869134588,"{0: 18, 1: 6, 2: 5, 3: 3, 4: 3}",0
216,False,"{'a': 0.3, 'e': 0.9070615826136389}",25,0,-73.17934407611881,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
217,False,"{'a': 0.3, 'e': 0.9070615826136389}",20,0,-95.42317940165476,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
218,False,"{'a': 0.3, 'e': 0.9070615826136389}",25,0,-66.64045834652077,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
219,False,"{'a': 0.3, 'e': 0.9070615826136389}",20,0,-96.40617763046606,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
220,False,"{'a': 0.3, 'e': 0.9070615826136389}",20,0,-109.97932215858756,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
221,False,"{'a': 0.3, 'e': 0.9070615826136389}",20,0,-62.747493465811424,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
222,False,"{'a': 0.3, 'e': 0.9041871985707618}",30,0,-143.29257872498152,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 3}",0
223,False,"{'a': 0.3, 'e': 0.9041871985707618}",30,0,-202.88087641374904,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
224,False,"{'a': 0.3, 'e': 0.9041871985707618}",25,0,-133.0883882145492,"{0: 12, 1: 6, 2: 5, 3: 1, 4: 1}",0
225,False,"{'a': 0.3, 'e': 0.9041871985707618}",20,0,-44.934566138629215,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
226,False,"{'a': 0.3, 'e': 0.9041871985707618}",20,0,-87.47177199749943,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
227,False,"{'a': 0.3, 'e': 0.9041871985707618}",20,6,-85.22043366699582,"{0: 9, 1: 0, 2: 2, 3: 2, 4: 1}",1
228,False,"{'a': 0.3, 'e': 0.9041871985707618}",20,0,-92.93009796140353,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",0
229,False,"{'a': 0.3, 'e': 0.9041871985707618}",20,0,-77.49428676966228,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
230,False,"{'a': 0.3, 'e': 0.9041871985707618}",20,0,-45.43321040391433,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
231,False,"{'a': 0.3, 'e': 0.9041871985707618}",25,0,-124.97896169324876,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
232,False,"{'a': 0.3, 'e': 0.9012239160523318}",25,0,-80.57882064806616,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
233,False,"{'a': 0.3, 'e': 0.9012239160523318}",20,0,-38.682444753388324,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
234,False,"{'a': 0.3, 'e': 0.9012239160523318}",25,0,-136.63646736543402,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
235,False,"{'a': 0.3, 'e': 0.9012239160523318}",20,0,-105.7753241223911,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
236,False,"{'a': 0.3, 'e': 0.9012239160523318}",30,0,-143.7485733611877,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
237,False,"{'a': 0.3, 'e': 0.9012239160523318}",20,11,-72.21307982176744,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 1}",1
238,False,"{'a': 0.3, 'e': 0.9012239160523318}",20,0,-97.91548485534331,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
239,False,"{'a': 0.3, 'e': 0.9012239160523318}",20,0,-135.13398112614786,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
240,False,"{'a': 0.3, 'e': 0.9012239160523318}",30,0,-103.63893178414774,"{0: 19, 1: 5, 2: 4, 3: 1, 4: 1}",0
241,False,"{'a': 0.3, 'e': 0.9012239160523318}",25,7,-56.793351238907555,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 1}",1
242,False,"{'a': 0.3, 'e': 0.8981689856209606}",20,0,-92.11885222239174,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
243,False,"{'a': 0.3, 'e': 0.8981689856209606}",20,1,-112.10731162025735,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 2}",1
244,False,"{'a': 0.3, 'e': 0.8981689856209606}",20,0,-50.382255324482074,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
245,False,"{'a': 0.3, 'e': 0.8981689856209606}",20,0,-47.45224265146647,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
246,False,"{'a': 0.3, 'e': 0.8981689856209606}",35,0,-165.12715406677734,"{0: 23, 1: 5, 2: 4, 3: 0, 4: 3}",0
247,False,"{'a': 0.3, 'e': 0.8981689856209606}",25,0,-63.187783907695845,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
248,False,"{'a': 0.3, 'e': 0.8981689856209606}",30,0,-60.65813470222862,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
249,False,"{'a': 0.3, 'e': 0.8981689856209606}",30,0,-175.48426699459014,"{0: 19, 1: 0, 2: 6, 3: 3, 4: 2}",0
250,False,"{'a': 0.3, 'e': 0.8981689856209606}",25,0,-192.42341270872367,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
251,False,"{'a': 0.3, 'e': 0.8981689856209606}",20,0,-43.141808814977395,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
252,False,"{'a': 0.3, 'e': 0.895019572805114}",25,0,-53.253410767738075,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
253,False,"{'a': 0.3, 'e': 0.895019572805114}",30,0,-79.10038727630455,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
254,False,"{'a': 0.3, 'e': 0.895019572805114}",20,5,-23.01944924932937,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
255,False,"{'a': 0.3, 'e': 0.895019572805114}",20,0,-94.2514132168523,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
256,False,"{'a': 0.3, 'e': 0.895019572805114}",30,0,-137.02951424182066,"{0: 15, 1: 6, 2: 7, 3: 1, 4: 1}",0
257,False,"{'a': 0.3, 'e': 0.895019572805114}",25,8,-39.134977031580604,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
258,False,"{'a': 0.3, 'e': 0.895019572805114}",30,4,-125.7994382816773,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 3}",1
259,False,"{'a': 0.3, 'e': 0.895019572805114}",25,0,-110.26291656085122,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
260,False,"{'a': 0.3, 'e': 0.895019572805114}",20,0,-39.62170995395128,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
261,False,"{'a': 0.3, 'e': 0.895019572805114}",20,10,-49.512351658078096,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
262,False,"{'a': 0.3, 'e': 0.8917727554691897}",30,0,-133.61016475549357,"{0: 17, 1: 4, 2: 6, 3: 2, 4: 1}",0
263,False,"{'a': 0.3, 'e': 0.8917727554691897}",20,0,-53.47081307164668,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
264,False,"{'a': 0.3, 'e': 0.8917727554691897}",35,0,-151.09249494783379,"{0: 25, 1: 2, 2: 5, 3: 0, 4: 3}",0
265,False,"{'a': 0.3, 'e': 0.8917727554691897}",20,0,-113.41783267507573,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
266,False,"{'a': 0.3, 'e': 0.8917727554691897}",20,0,-48.54843298649608,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
267,False,"{'a': 0.3, 'e': 0.8917727554691897}",25,0,-98.38337386597748,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
268,False,"{'a': 0.3, 'e': 0.8917727554691897}",20,0,-67.14875085707274,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
269,False,"{'a': 0.3, 'e': 0.8917727554691897}",25,0,-143.38233482152538,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
270,False,"{'a': 0.3, 'e': 0.8917727554691897}",20,0,-74.83077725200762,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
271,False,"{'a': 0.3, 'e': 0.8917727554691897}",25,0,-37.100954750685645,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
272,False,"{'a': 0.3, 'e': 0.8884255211022574}",25,0,-129.1246877117839,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
273,False,"{'a': 0.3, 'e': 0.8884255211022574}",25,0,-45.459343336374715,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
274,False,"{'a': 0.3, 'e': 0.8884255211022574}",25,0,-173.3426006214857,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
275,False,"{'a': 0.3, 'e': 0.8884255211022574}",20,0,-108.20465321602033,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
276,False,"{'a': 0.3, 'e': 0.8884255211022574}",25,5,-65.69521947294416,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",1
277,False,"{'a': 0.3, 'e': 0.8884255211022574}",35,0,-129.51313765290453,"{0: 25, 1: 3, 2: 4, 3: 1, 4: 2}",0
278,False,"{'a': 0.3, 'e': 0.8884255211022574}",25,0,-116.53664997695851,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",1
279,False,"{'a': 0.3, 'e': 0.8884255211022574}",25,0,-121.64639542586178,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
280,False,"{'a': 0.3, 'e': 0.8884255211022574}",30,0,-193.50716533405014,"{0: 19, 1: 1, 2: 4, 3: 3, 4: 3}",0
281,False,"{'a': 0.3, 'e': 0.8884255211022574}",20,0,10.618184667235038,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
282,False,"{'a': 0.3, 'e': 0.8849747640229457}",20,0,-60.787048332078314,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
283,False,"{'a': 0.3, 'e': 0.8849747640229457}",25,0,-212.1834298853701,"{0: 14, 1: 0, 2: 7, 3: 0, 4: 4}",0
284,False,"{'a': 0.3, 'e': 0.8849747640229457}",20,6,-67.67282886094671,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 1}",1
285,False,"{'a': 0.3, 'e': 0.8849747640229457}",20,0,-81.01382186440587,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
286,False,"{'a': 0.3, 'e': 0.8849747640229457}",20,0,-159.25957599459133,"{0: 12, 1: 0, 2: 3, 3: 3, 4: 2}",0
287,False,"{'a': 0.3, 'e': 0.8849747640229457}",20,0,-31.137825206140153,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
288,False,"{'a': 0.3, 'e': 0.8849747640229457}",20,0,-181.90370381121855,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
289,False,"{'a': 0.3, 'e': 0.8849747640229457}",20,0,-23.4313527996239,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
290,False,"{'a': 0.3, 'e': 0.8849747640229457}",20,0,-48.91079206651212,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
291,False,"{'a': 0.3, 'e': 0.8849747640229457}",20,0,-101.61188283289883,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
292,False,"{'a': 0.3, 'e': 0.8814172824978822}",25,0,-102.85993734673283,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
293,False,"{'a': 0.3, 'e': 0.8814172824978822}",20,10,-58.311473742513805,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
294,False,"{'a': 0.3, 'e': 0.8814172824978822}",30,4,-53.52184346000324,"{0: 19, 1: 1, 2: 4, 3: 2, 4: 0}",1
295,False,"{'a': 0.3, 'e': 0.8814172824978822}",20,0,-107.63392790835051,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
296,False,"{'a': 0.3, 'e': 0.8814172824978822}",25,0,-104.6643658846383,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
297,False,"{'a': 0.3, 'e': 0.8814172824978822}",30,0,-124.70598598790026,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",1
298,False,"{'a': 0.3, 'e': 0.8814172824978822}",25,8,-20.689789629961844,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 0}",1
299,False,"{'a': 0.3, 'e': 0.8814172824978822}",20,0,-77.4942592460242,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
300,False,"{'a': 0.3, 'e': 0.8814172824978822}",30,0,-85.29374806894123,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
301,False,"{'a': 0.3, 'e': 0.8814172824978822}",20,0,-47.57094245646329,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
302,False,"{'a': 0.3, 'e': 0.8777497757710125}",25,0,-55.58090225417428,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
303,False,"{'a': 0.3, 'e': 0.8777497757710125}",20,0,-119.2803771708348,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
304,False,"{'a': 0.3, 'e': 0.8777497757710125}",20,4,-118.23753669189297,"{0: 8, 1: 2, 2: 2, 3: 3, 4: 1}",1
305,False,"{'a': 0.3, 'e': 0.8777497757710125}",30,16,-28.760880871658557,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
306,False,"{'a': 0.3, 'e': 0.8777497757710125}",30,0,-142.79488946951906,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
307,False,"{'a': 0.3, 'e': 0.8777497757710125}",25,0,-192.8597584597414,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
308,False,"{'a': 0.3, 'e': 0.8777497757710125}",30,0,-114.60112820805519,"{0: 21, 1: 1, 2: 5, 3: 2, 4: 1}",0
309,False,"{'a': 0.3, 'e': 0.8777497757710125}",25,0,-105.28060695834785,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
310,False,"{'a': 0.3, 'e': 0.8777497757710125}",20,0,-82.40242547640874,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
311,False,"{'a': 0.3, 'e': 0.8777497757710125}",30,0,-146.90679920298336,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
312,False,"{'a': 0.3, 'e': 0.8739688410010439}",20,7,-18.76084926763131,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
313,False,"{'a': 0.3, 'e': 0.8739688410010439}",20,0,-30.289925557038867,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
314,False,"{'a': 0.3, 'e': 0.8739688410010439}",25,0,-127.28675637628837,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
315,False,"{'a': 0.3, 'e': 0.8739688410010439}",25,0,-109.47342775143552,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
316,False,"{'a': 0.3, 'e': 0.8739688410010439}",35,0,-154.4053841197798,"{0: 25, 1: 2, 2: 3, 3: 3, 4: 2}",0
317,False,"{'a': 0.3, 'e': 0.8739688410010439}",25,15,-49.56527628549113,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
318,False,"{'a': 0.3, 'e': 0.8739688410010439}",25,0,-118.90750253364112,"{0: 17, 1: 0, 2: 4, 3: 3, 4: 1}",0
319,False,"{'a': 0.3, 'e': 0.8739688410010439}",20,14,-42.977345831326964,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
320,False,"{'a': 0.3, 'e': 0.8739688410010439}",25,0,-180.4240804086791,"{0: 11, 1: 2, 2: 10, 3: 0, 4: 2}",0
321,False,"{'a': 0.3, 'e': 0.8739688410010439}",35,17,-72.62466220461955,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 1}",1
322,False,"{'a': 0.3, 'e': 0.8700709701041689}",25,3,-39.94639713128743,"{0: 17, 1: 4, 2: 0, 3: 0, 4: 1}",1
323,False,"{'a': 0.3, 'e': 0.8700709701041689}",25,0,-79.09013186524372,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
324,False,"{'a': 0.3, 'e': 0.8700709701041689}",20,0,-169.2372293740304,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
325,False,"{'a': 0.3, 'e': 0.8700709701041689}",30,0,-181.45486877614167,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 4}",0
326,False,"{'a': 0.3, 'e': 0.8700709701041689}",20,0,-87.29006349505372,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
327,False,"{'a': 0.3, 'e': 0.8700709701041689}",30,18,-42.811644929468805,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
328,False,"{'a': 0.3, 'e': 0.8700709701041689}",30,17,-54.565187569956095,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
329,False,"{'a': 0.3, 'e': 0.8700709701041689}",30,0,-198.07190431125787,"{0: 19, 1: 1, 2: 5, 3: 2, 4: 3}",0
330,False,"{'a': 0.3, 'e': 0.8700709701041689}",20,0,-139.4282827335299,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
331,False,"{'a': 0.3, 'e': 0.8700709701041689}",25,0,-59.331820934192805,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
332,False,"{'a': 0.3, 'e': 0.8660525464991433}",30,15,-56.81717253072396,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
333,False,"{'a': 0.3, 'e': 0.8660525464991433}",20,0,-167.67415104542127,"{0: 9, 1: 4, 2: 4, 3: 0, 4: 3}",0
334,False,"{'a': 0.3, 'e': 0.8660525464991433}",25,0,-97.85602998865221,"{0: 16, 1: 4, 2: 2, 3: 2, 4: 1}",0
335,False,"{'a': 0.3, 'e': 0.8660525464991433}",30,0,-159.3481500903039,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 3}",0
336,False,"{'a': 0.3, 'e': 0.8660525464991433}",30,0,-150.61612348002913,"{0: 19, 1: 0, 2: 9, 3: 0, 4: 2}",0
337,False,"{'a': 0.3, 'e': 0.8660525464991433}",20,0,-86.73817947188004,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
338,False,"{'a': 0.3, 'e': 0.8660525464991433}",20,0,-43.19662117234151,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",1
339,False,"{'a': 0.3, 'e': 0.8660525464991433}",25,3,-98.96286418347866,"{0: 14, 1: 1, 2: 4, 3: 2, 4: 1}",1
340,False,"{'a': 0.3, 'e': 0.8660525464991433}",25,0,-177.86796306955196,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
341,False,"{'a': 0.3, 'e': 0.8660525464991433}",20,2,-95.49274402933558,"{0: 10, 1: 0, 2: 7, 3: 0, 4: 1}",1
342,False,"{'a': 0.3, 'e': 0.861909841751694}",25,0,-55.1002435051396,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
343,False,"{'a': 0.3, 'e': 0.861909841751694}",30,0,-148.41159993192923,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
344,False,"{'a': 0.3, 'e': 0.861909841751694}",35,0,-101.33811159359016,"{0: 24, 1: 2, 2: 8, 3: 0, 4: 1}",0
345,False,"{'a': 0.3, 'e': 0.861909841751694}",20,0,-114.46059454927045,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
346,False,"{'a': 0.3, 'e': 0.861909841751694}",30,0,-104.1822839344959,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
347,False,"{'a': 0.3, 'e': 0.861909841751694}",20,0,-120.03401482720876,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
348,False,"{'a': 0.3, 'e': 0.861909841751694}",25,0,-47.60477965889101,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
349,False,"{'a': 0.3, 'e': 0.861909841751694}",30,10,-92.86905571120434,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",1
350,False,"{'a': 0.3, 'e': 0.861909841751694}",20,14,-36.75313295440814,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
351,False,"{'a': 0.3, 'e': 0.861909841751694}",20,0,-81.6941757671343,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
352,False,"{'a': 0.3, 'e': 0.8576390121151485}",30,0,-75.18112215309411,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
353,False,"{'a': 0.3, 'e': 0.8576390121151485}",20,0,-3.788827584682778,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
354,False,"{'a': 0.3, 'e': 0.8576390121151485}",20,0,-207.20215709657,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
355,False,"{'a': 0.3, 'e': 0.8576390121151485}",25,2,-72.36354669434624,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 1}",1
356,False,"{'a': 0.3, 'e': 0.8576390121151485}",20,0,-122.03373965918803,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
357,False,"{'a': 0.3, 'e': 0.8576390121151485}",30,0,-204.35005058032374,"{0: 18, 1: 3, 2: 3, 3: 3, 4: 3}",0
358,False,"{'a': 0.3, 'e': 0.8576390121151485}",20,13,-2.9912510484118364,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.3, 'e': 0.8576390121151485}",35,14,-75.8235685563092,"{0: 13, 1: 1, 2: 5, 3: 2, 4: 0}",1
360,False,"{'a': 0.3, 'e': 0.8576390121151485}",20,2,-60.807768657602416,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
361,False,"{'a': 0.3, 'e': 0.8576390121151485}",20,0,-29.081574215346702,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
362,False,"{'a': 0.3, 'e': 0.8532360949640706}",25,3,-103.57914985389495,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 1}",1
363,False,"{'a': 0.3, 'e': 0.8532360949640706}",20,0,-102.1040036016636,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
364,False,"{'a': 0.3, 'e': 0.8532360949640706}",30,0,-64.63327617436518,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
365,False,"{'a': 0.3, 'e': 0.8532360949640706}",30,0,-163.36397233100732,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
366,False,"{'a': 0.3, 'e': 0.8532360949640706}",20,0,-115.53573885699925,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
367,False,"{'a': 0.3, 'e': 0.8532360949640706}",20,0,-54.21427895351998,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
